,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
2194,2194,0,0.8124,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",better caffeine sugar product blend great coffee sugar cream produce little cup paradise
2195,2195,0,0.6871,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",see one star review quite surprising mixed water stuff taste great sure reviewer expect taste like good glass kool aid like kool aid anyway main source keep alert green tea extract pretty much caffeine smooth transition somehow like drink coffee soda anyway bad need little pick get lot vitamin
2196,2196,1,0.8523,"snack, love, bar, price, chip, find, buy, try, eat, would",really good like would drink workout run son run also think really good son like much taste pomegranate son like give double thumbs think light enough every day drink work lot vitamin good stuff sure sure taste good
2197,2197,0,0.8304,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",new green tea want give shot get senseo machine pleasently surprise taste smooth light taste lemon make senseo machine work well
2198,2198,2,0.7373,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",excellent hint lemon connoisseur like small sardine tightly pack like sardine course pure olive oil
2199,2199,0,0.7954,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",love cup nice tea taste cheaper place love cold
2200,2200,1,0.4935,"snack, love, bar, price, chip, find, buy, try, eat, would",tea taste even better milk honey better average
2201,2201,1,0.7646,"snack, love, bar, price, chip, find, buy, try, eat, would",wow stuff taste great variety use sure continue find
2202,2202,1,0.8336,"snack, love, bar, price, chip, find, buy, try, eat, would",flavorful fruit snack kid prefer others many unhealthy ingredient pricey anything say organic tends
2203,2203,0,0.8345,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",cherry arrive promptly taste great completely advertised break package smaller quantity freeze would buy need arises
2204,2204,1,0.58,"snack, love, bar, price, chip, find, buy, try, eat, would",good bargain depend whether sale come packed well taste oil reviewer mention great snack addition salad
2205,2205,0,0.8459,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",little concerned order large quantity price good review good happy buy cherry good snack add yogurt cereal use yet bake plan make muffin add cherry batter taste right balance tart sweet opening put cerries zip lock bag place refrigerator cherry fresh
2206,2206,0,0.6462,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",really tasty sweet order another box great oatmeal somewhat oily problem surprise compare something like raisin
2207,2207,0,0.8385,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",regular cereal cinnamon strong spice yes dominate sweet base amount carbs serve higher two three gram amount fiber include four gram soluble net carbs reduce knock wish available auto delivery service price appear way high local store one box
2208,2208,2,0.7402,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",dog love receive quickly highly recommend product especially owner dog love chew
2209,2209,1,0.4662,"snack, love, bar, price, chip, find, buy, try, eat, would",good chip like texture easier chew regular tortilla chip especially good salsa
2210,2210,0,0.7413,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",chip family favorite large family love similar healthy version doritos little texture great taste highly recommend
2211,2211,0,0.8005,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",love really well soup salad etc wish come broken much
2212,2212,1,0.8638,"snack, love, bar, price, chip, find, buy, try, eat, would",another long line terrific yogi teas usually keep teapot full tea add orange juice base smoothie morning add nice hint mint recently read add citrus juice green tea multiplies benefit antioxidant tea tea well orange juice
2213,2213,0,0.8415,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",truly great versatile mix substitute oil butter rice milk regular milk work perfect use orange juice milk make great pancake muffin well option endless muffin favorite add bit cinnamon gfcf chocolate chip also sneak small amount light color pureed veggie baby food
2214,2214,1,0.8327,"snack, love, bar, price, chip, find, buy, try, eat, would",joke market basmati rice since even vaguely similar taste wise texmati surely disappoint indian food lover
2215,2215,1,0.8111,"snack, love, bar, price, chip, find, buy, try, eat, would",try alot jasmine teas far best tried everyone share agree
2216,2216,0,0.7848,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",kid love product even friends come request really yummy
2217,2217,0,0.7916,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",love texture lightness flavor hint nut altho list family love
2218,2218,0,0.8224,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",tasty great strawberry flavor nice crisp calorie buy subscription plan save even money even ship daughter
2219,2219,1,0.8285,"snack, love, bar, price, chip, find, buy, try, eat, would",bar light tasty worth try think like even though like price small size bar stop future purchase
2220,2220,2,0.8441,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",dog ace love treat love throw handful pocket take along one ace walk without stain make pocket sticky coating treat great want bother plastic baggies dog learned trick use treat reward
2221,2221,1,0.8287,"snack, love, bar, price, chip, find, buy, try, eat, would",box arrive earlier today attest health benefit sure would able anyway absolutely confirm taste
2222,2222,0,0.9028,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",expect much disposable package self boil pasta bag meat sauce way work fill cover slightly oily pasta water leave drainer top microwave minute drain heat sauce mix amazingly taste good normally stand zero effort lazy style cook microwave meal actually really tasty would make part regular routine price imagine people would take issue package though give four star serve individually package none recycleable bulk buy package get throw away
2223,2223,0,0.8789,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",fan healthy choice product one good generally use frozen food option like idea shelf storable healthy option lunch pack contain everything need quick healthy pasta lunch direction clear easy follow strain device drain excess water microwave pasta work well pasta sauce packet contains sufficient amount sauce pasta mixer take little time effort frozen option due microwave pasta drain add sauce however trade time preparation outweigh option store shelf desk drawer nice option work
2224,2224,2,0.6964,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",family love maple syrup pancake far one best taste love
2225,2225,1,0.8354,"snack, love, bar, price, chip, find, buy, try, eat, would",martini fresh bleu cheese stuff olive past tasteless comparison could distinguish taste bleu cheese take time stuff pit olive fresh bleu cheese find another already prepared brand
2226,2226,1,0.8496,"snack, love, bar, price, chip, find, buy, try, eat, would",like graham cracker like oat honey love product right amount make real treat eat wish less sodium apart lack trans fat saturate fat make healthy choice graham cracker lover would buy whole grain product
2227,2227,1,0.7401,"snack, love, bar, price, chip, find, buy, try, eat, would",ate graham cracker delicious share graham cracker lana say also graham cracker delicious lana agree strong oat taste linger graham cracker taste less subtle graham cracker ask lana cracker would use crust banana cream key lime pie hesitation say yes wonderful alternative snack cooky chip lana highly recommend back nature golden honey oat graham
2228,2228,2,0.5966,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",tasty sweet cracker bit hard overly process like big brand cracker find grocery store tasty make great snack chance make smoores suspect great well form crumble apart easily versatile
2229,2229,2,0.7303,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",good premium graham cracker delicious else say good graham cracker get say good great bit pricey regular graham cracker worth know much love graham cracker love graham cracker lot money burn sure
2230,2230,1,0.8698,"snack, love, bar, price, chip, find, buy, try, eat, would",graham cracker everything want expect natural graham cracker taste great fit right family box graham cracker give week quite tough usual brand graham break cracker definitely stay fresh counter forget seal zip lock think result lack random binder preservatives brand think really detract product great cracker worth space pantry
2231,2231,1,0.7885,"snack, love, bar, price, chip, find, buy, try, eat, would",like lot touch sweetness much great afternoon late night snack pleasantly surprise something suppose good taste good reason give four star instead five packaging leave something desire hard open inside package without throw cracker everywhere seal back freshness put mine ziplock bag though stay fresh way try like
2232,2232,2,0.4665,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",cracker delicious healthy month old daughter eat equally well popular graham cracker brand definitely buy
2233,2233,1,0.8287,"snack, love, bar, price, chip, find, buy, try, eat, would",natural relatively healthy food item impress good cracker actually taste sweet standard graham cracker good top natural peanut butter eat glass milk yum
2234,2234,1,0.905,"snack, love, bar, price, chip, find, buy, try, eat, would",purchase pack find deal great deal think worth however pretty expensive normal price first time try brand probably one best instant soup product taste loaded salt like others taste healthy gripe amount plastic waste cause product ingredient nutritional info anyone wonder ingredient noodle wheat flour water tapioca starch vegan lactic acid salt soup soybean paste water soybean rice salt sugar rice wine sea vegetable yeast extract onion shiitake mushroom topping dehydrate tofu dehydrate green onion dehydrate spinach allergy note label processed equipment may contain trace peanuts nutritional information serve size bowl calorie carbohydrates fat sodium sugar fiber protein vitamin vitamin calcium iron
2235,2235,0,0.8491,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",tend eat straight hummus chip substitute notice variation package texture crisp prefer bit firmer still nice even softer would like
2236,2236,1,0.8488,"snack, love, bar, price, chip, find, buy, try, eat, would",love tasty snack great crunch right amount salt sure would call health food fat content really good tasting order
2237,2237,1,0.7542,"snack, love, bar, price, chip, find, buy, try, eat, would",great huge fan vegetable snack
2238,2238,1,0.8334,"snack, love, bar, price, chip, find, buy, try, eat, would",awesome taste snack cheapest place near trader joe sell amazon even cheaper eat one finish whole bag time open
2239,2239,0,0.7783,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",great love happy find line would love carry snak size bag open bag tend eat snak bag better portion control
2240,2240,1,0.8473,"snack, love, bar, price, chip, find, buy, try, eat, would",really like virginia diner unsalted peanut decide give flavor try name old bay refers season name normally associate seafood familiar season idea expect nothing like bay leaf ever nabisco doo dad snack mix peanut familiar taste almost like peanut mix want make chex party mix nut would perfect like virginia diner product nut come foil seal tightly depress content vacuum pack break seal hear air rush type packaging help insure nut fresh crunchy nut small mostly halve fragment many
2241,2241,1,0.8222,"snack, love, bar, price, chip, find, buy, try, eat, would",always love mochi find little rock want trouble make arrived quickly good condition taste fresh soft stale like mochi dissapointed
2242,2242,0,0.788,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",delicious taste star ingredient drop one star add sugar still would recommend product
2243,2243,1,0.7469,"snack, love, bar, price, chip, find, buy, try, eat, would",debate order kind fragile shipment problem maybe trust amazon ups people get work grocery store another reason debate order course salt course saltine bunch compare lot snack strangely enough less salt alternative guess taste mask little bit salt come right normally worry thing health nutrition box lot tend chow lot good plenty time leave expiration date month worry price everything fluctuate get good deal
2244,2244,1,0.8286,"snack, love, bar, price, chip, find, buy, try, eat, would",love cereal first sister hook love fact good grain organic seem good cereal cereal love taste little sweet crunch price box really good
2245,2245,1,0.6801,"snack, love, bar, price, chip, find, buy, try, eat, would",pleasantly vanilla ting breakfast cereal organic gluten free per box may everyone need worry gluten cereal definitely trade taste like texture satisfy crunchiness fill definitely recommend give try
2246,2246,0,0.8714,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",tried nature path crunchy vanilla sunrise courtesy amazon vine really enjoy lot variety cereal sort granola cereal type piece skilled enough forensic cerealogy identify know enough say tasted great great breakfast treat even work snack incline
2247,2247,1,0.8564,"snack, love, bar, price, chip, find, buy, try, eat, would",problem order write review coffee buy coffee every friday work make special pot flavor worker really seem enjoy fun flavor brand especially chocolate one continue purchase brand future
2248,2248,1,0.7822,"snack, love, bar, price, chip, find, buy, try, eat, would",teenager hard please simply love stuff order
2249,2249,1,0.851,"snack, love, bar, price, chip, find, buy, try, eat, would",love herring find better product remember eating kipper child love grocery store limit selection higher price much better remember absolutely fantastic good inexpensive source omega fish renewable glad find
2250,2250,0,0.8249,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",daughter start eat month love melt really fast mouth taste good sweet tasteless creamy milk texture
2251,2251,0,0.8181,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",awsome taste love bold flavor individual packging already drank order rich taste wife love coffee
2252,2252,0,0.837,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",like sugar tropical fruit snack small chunk lot flavor taste great kid love purchase many time also good cereal sugar get bad rap recomend good health
2253,2253,1,0.7551,"snack, love, bar, price, chip, find, buy, try, eat, would",recieved timely manner pack good taste good taste smoke get little hot like smaller bottle get old use thanks
2254,2254,0,0.8228,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",welches best flavor spread easy onto bread jam jelly daughter eats everyday good
2255,2255,0,0.8286,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",use chicken tofu work well everything try great romaine lettuce addition thai noodle soup
2256,2256,1,0.6943,"snack, love, bar, price, chip, find, buy, try, eat, would",even though price always fluctuate always less would pay grocery store even store sale opinion cecco make best pastas market today penne favorite versatile work well many dish easier make sure stay dente think ever cook long mush though suppose really try could many year fell back spaghetti noodle switch penne never look back even use less conventional noodle salad mayo touch milk stir shred sharp cheddar cheese dust fresh can parsley basil thrown subscribe save order save another always stable pantry shelf
2257,2257,1,0.8706,"snack, love, bar, price, chip, find, buy, try, eat, would",find stuff big box retailer long ago give try happy find better price individual serving store great drink grab run catch carpool morning tide eat breakfast work love chocolate coconut water great caffeine kick coffee
2258,2258,0,0.8744,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",wyler single great taste good mix easily bottle water place overcharge item walgreen sell package less package memorial day box print box indicate per box see place charge per box rate buy ounce soda even big brand special get water include spend much powder
2259,2259,0,0.85,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",try first time love nice bold taste smooth price excellent consider pay elsewhere intend purchase still available would recommend people prefer strong bold taste
2260,2260,1,0.8518,"snack, love, bar, price, chip, find, buy, try, eat, would",eat lentil least week best ever typically buy pound bag goya store brand lentil serviceable every order amazon really much taste generic pound bag lentil take longer cook definitely worth highly recommended
2261,2261,0,0.8355,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",bob red mill product excellent cost buying bulk amazon much lower cost local coop like produce better really require soak cook
2262,2262,0,0.8274,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",well neither british british bear absolutely love marmite acquire taste one produce strong reaction indeed love hate say fact proof two dog one love marmite sandwich one start sneeze feel smell recipe perfect breakfast marmite soldier soft boil egg delicious
2263,2263,1,0.4771,"snack, love, bar, price, chip, find, buy, try, eat, would",twinings seem discontinue apple cinnamon flavor tea similar apple cinnamon flavor neither flavor overwhelming nice fruity tang without acidic
2264,2264,1,0.8284,"snack, love, bar, price, chip, find, buy, try, eat, would",normally write review bother reason review pasta fantastic recomended gluten free diet italian pasta important italian enjoy pasta pasta taste like regular pasta recomended friend gluten free diet love also try never regret
2265,2265,1,0.8579,"snack, love, bar, price, chip, find, buy, try, eat, would",wife need eat discover pasta brand great year old boys enjoy much wife barley taste difference pasta regular kind must buy must eat note expense pasta brand typically make two pasta bowl brand wife non three exception baked ziti lazania
2266,2266,1,0.8737,"snack, love, bar, price, chip, find, buy, try, eat, would",although bit sweet like texture amount choclately goodness bite wish brownie bit larger like automatic portion control fact make convenient snack work school usually amazon great price food item case half price local costco tell associate fly shelf
2267,2267,1,0.8634,"snack, love, bar, price, chip, find, buy, try, eat, would",little bit hesitant order many box potato dumpling without know brand turn taste texture similar brand name excellent brand price high altogether great product miss knoedel plate next roast gravy
2268,2268,0,0.8763,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",buy stuff take camping use recipes coffee teas spent two week wood really glad buy item work great far know nothing weird unlike powdered coffee creamer take little longer completely mix way better note milk substitute superb cream replacement
2269,2269,2,0.8249,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",really like jerky plain jane really good ginger flavor eyeball diablo right yes hot stuff favorite jerky dry like moist without heavy great deal far price per pound
2270,2270,0,0.7978,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",easter party purchase product fill pinata kid surprise happy candy
2271,2271,0,0.8058,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",nut best great large size bag party really best nut ever eat highly reccommend
2272,2272,0,0.6781,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",mix well hand sweet wife hand hold electric shake mixer job use cup less recommended per gallon still taste rich great also use make yogurt work great also far price steady rise past month receive thanks amazon thanks bob
2273,2273,2,0.6133,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",mix take minute time worth spent taste great definately superior fresh skim non fat milk love
2274,2274,0,0.6172,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",new addiction best white chocolate sauce stand monthly order enjoy favorite white chocolate ice coffee everyday instead twice week
2275,2275,1,0.7649,"snack, love, bar, price, chip, find, buy, try, eat, would",get coffee day taste good sound love would recommend try
2276,2276,1,0.6921,"snack, love, bar, price, chip, find, buy, try, eat, would",one fav flavor far let word cream fool little cream still flavorfull add either french vanilla powder cream liquid cream great regular basis flavor get old eventually give aftertaste
2277,2277,1,0.498,"snack, love, bar, price, chip, find, buy, try, eat, would",never meet piece chocolate like aftertaste like like creamer order
2278,2278,1,0.6604,"snack, love, bar, price, chip, find, buy, try, eat, would",order several davidson tea exception except order decaf green tea taste like rotten tea maybe get bad bag
2279,2279,1,0.8121,"snack, love, bar, price, chip, find, buy, try, eat, would",good stuff nice afternoon coffee break sweet enough feel like treat doughnut really good
2280,2280,0,0.8,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",carnation best instant breakfast taste great mix easily completely milk
2281,2281,0,0.8808,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",exception home make favorite egg noodle always cook right firm tasty get amazon warehouse deal price better get warehouse club far better grocery store medium one pretty narrow size good add soup casserole toss butter veggie come well pack discernable breakage package
2282,2282,1,0.4484,"snack, love, bar, price, chip, find, buy, try, eat, would",buy tea british mother law love world market never seem stock order online treat like king
2283,2283,0,0.873,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",excellent taste green tea want quit black tea coffee quit coffee cold turkey substitute tea ounce coffee day drink ounce tea daily three cup yes feel lot better desire coffee anymore dabble black tea longer trust others serve fresh coffee tea always fresh carry envelop favorite variety add hot water
2284,2284,1,0.8428,"snack, love, bar, price, chip, find, buy, try, eat, would",next best thing homemade chicken broth use product make soup risotto heighten taste gravy may want use bit less water call instruction
2285,2285,1,0.7569,"snack, love, bar, price, chip, find, buy, try, eat, would",love flavor coffee folgers great amazon better price get store
2286,2286,1,0.4711,"snack, love, bar, price, chip, find, buy, try, eat, would",whole family love cracker like salty kid love eat bunny goldfish never mention tell difference
2287,2287,1,0.8038,"snack, love, bar, price, chip, find, buy, try, eat, would",buy mixed turkish delight pistachio almonds hazelnut take sister house nephew birthday among gift everyone party love say sweet nut inside moderate perfect portion love plan order future perfect sweet serve guest serve espresso coffee amazon thank always bring international flavor home without spending lot money travel get sweet
2288,2288,0,0.8452,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",run cater event company use mosty childrens party easy serve child love boyardee product cant get supplier amazon sell subscribe save program taste good well
2289,2289,1,0.8413,"snack, love, bar, price, chip, find, buy, try, eat, would",order need flat sucker put round sticker shower favor idea taste like turn really good actually recieved exactly break sucker whole pack think bad fragile product
2290,2290,1,0.8366,"snack, love, bar, price, chip, find, buy, try, eat, would",carb watcher even though lot fiber find couple satisfy salad quick snack like fact whole wheat product
2291,2291,0,0.8008,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",really enjoy rice cake put toaster toast put butter jam good eating toast breakfast
2292,2292,1,0.7828,"snack, love, bar, price, chip, find, buy, try, eat, would",great taste good price always look flavor add tea muixture work better one try
2293,2293,1,0.8272,"snack, love, bar, price, chip, find, buy, try, eat, would",smoothie crush fruit great taste easy make food like like fact contains fruit chemical additive since allergic lot food
2294,2294,1,0.8254,"snack, love, bar, price, chip, find, buy, try, eat, would",vanilla biscotti flavor one favorite coffees great flavor truly epitome curl good book fire kind coffee folgers great job gourment coffee
2295,2295,0,0.8394,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",maple almond butter incredible one best taste food ever much better pouch simply eat plain start put bagel toast flavor butter get mask food kid love easy put lunch mention healthy organic
2296,2296,1,0.8928,"snack, love, bar, price, chip, find, buy, try, eat, would",receive bonomo turkish taffy assort flavor tasty sweet perfect flavor share mine family son really like kept ask also take parent house brother family day sister family ate like told buy son daughter tell amazon website every day look amazon new stuff grab share everyone look smile face say amazon website second home time say sure want miss great deal
2297,2297,1,0.7936,"snack, love, bar, price, chip, find, buy, try, eat, would",snack taste really good help eat although small size difinitily purchase
2298,2298,2,0.8074,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",make hot enjoy hot tea add ice cube ice tea varied flavor give opportunity try different flavor celestial know make good tea
2299,2299,0,0.8533,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",despite others say teas delicious perfect amount sweetness peach one favorite flavor strong definitely taste lot healthier drinking flavor iced tea diabetes amount sugar
2300,2300,2,0.7171,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",better others overall mostly taste like chemically treat puchase future
2301,2301,2,0.79,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",leave review bird feeder product accidentally sorry confusion great product btw really enjoy pack take work
2302,2302,1,0.8391,"snack, love, bar, price, chip, find, buy, try, eat, would",chili pretty tasty little spicy easy take two good size serving per container serve calorie grams fat gram carbs gram protein eaten think would great nachos chili dog
2303,2303,0,0.8767,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",fiance really love one salt fiend buy low sodium version cheaper even feel need add really love healthy easy tasty need make sure make correctly though boil water kettle add season little water stir really thoroughly add rest water line cover spoon wait min stir eat perfect
2304,2304,1,0.7999,"snack, love, bar, price, chip, find, buy, try, eat, would",nut fresh tasty buy bake also end toasting snack
2305,2305,2,0.7476,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",gift recipient dislike product basically waste money remain carton never open
2306,2306,1,0.8184,"snack, love, bar, price, chip, find, buy, try, eat, would",taste great powder disolves problem longer drink soda kind caffeine wish powder easier find green would great sell tub scoop
2307,2307,0,0.8582,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",tasty product diet year try lot different product one reorder negative would reheat well true pasta problem one person eat nice thing quick easy make still hot meal
2308,2308,1,0.8412,"snack, love, bar, price, chip, find, buy, try, eat, would",skeptical health claim cooky say eat crunchy rich delicious without high calorie chocolate one favorite really good
2309,2309,0,0.7952,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",find wholesale club really like taste crunchy chocolaty portion size good
2310,2310,1,0.873,"snack, love, bar, price, chip, find, buy, try, eat, would",description lightly roast lightly salt added oil size bag evaluation excellent flavorful however roast crunchy nut taste stale blue diamond brand almonds moderately roast canola safflower sunflower oil lightly salt flavorful although oily roast oil effect flavor whether good thing matter individual taste longer intense roast make nut crunchier price comparison time write back nature blue diamond almonds cent blue diamond almond roast salted ounce tin pack blue diamond almonds come convenient can may less environmental freindly
2311,2311,1,0.5888,"snack, love, bar, price, chip, find, buy, try, eat, would",search candy everywhere candy store luck get christmas gift boyfriend love
2312,2312,0,0.8237,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",sunflower taste really great original flavor salt size sunflower seed decent though large overall best sunflower seed ever eat america
2313,2313,0,0.8686,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",introduced product cousin quick easy way give add flavor rice base meal many different way prepare favorite marinate meat slow cooker day add rice rice cooker tasty wife bit put pink color first flavor pull past look forward tryiong differnt way
2314,2314,0,0.8262,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",quite good would definitely order nice size roe little soft meaning lot pop still quite good price
2315,2315,1,0.8044,"snack, love, bar, price, chip, find, buy, try, eat, would",prefer saucettes appear longer available tried come enjoy much little better flavor saucettes better texture taste much better meat
2316,2316,1,0.7563,"snack, love, bar, price, chip, find, buy, try, eat, would",good stuff better natural flavor kraft version opinion
2317,2317,1,0.8934,"snack, love, bar, price, chip, find, buy, try, eat, would",either like double salt licorice indeed salted licorice available amazon detest review licorice product attest polarity among reviewer acquire taste acquire prof somewhat addictive recently become acquainted salted licorice actually prefer normal salt variety although salty kick ammonium salt rather sodium chloride strong strangely satisfy double salt round would advise anybody think try salted licorice seek small pack stuff first like ahead order one regular salt kraepelien holm farm salt licorice pound bag pack available amazon making sure take advantage subscription offer otherwise risk waste money something may consider inedible
2318,2318,0,0.8175,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",look brand sense come across baronet could please great flavor rich tasty every time reorder sure
2319,2319,0,0.8881,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",sticky rice perfect microwave container come min paper thin wrap small bit difficult roll result bit mess taste great put small amount crab meat next rice pack come wraps container rice one soy sauce pack calorie count reasonable enough lunch buy gold box item worth purchase higher price overall easy make taste great great option around since require refrigeration
2320,2320,0,0.8369,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",hesitant purchase despite outstanding review price mean could cheaper rice toast seaweed perspective pleased meal snack rice delicious freshly make white rice serve many place possibly even better rice house wrap super delicate nice lightly crispy texture enjoyable like sushi wrap rice highly recommend try
2321,2321,1,0.8602,"snack, love, bar, price, chip, find, buy, try, eat, would",soda taste great never original flavored expect taste something like sprite unlike american soda like coke pepper fruit flavor far less sugar sodium make much healthier choice beverage healthy soda could possibly flavor taste great bottle recyclable recommend anyone
2322,2322,1,0.8952,"snack, love, bar, price, chip, find, buy, try, eat, would",look delicious crunchy snack straight waistline paper thin beautifully seasoned cracker hold perfectly favorite topping hummus cheese hard spreadable vegetable wafer cucumber zucchini roast pepper etc chip dip salsa could forever calories cracker calorie fat wonderful wafer satisfy snack attack feel great eat initially find health food store amazon sell ship cheaper money quality good better well think yum
2323,2323,0,0.842,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",love crispix like store often try online food shopping item way cheaper regular price store large size box
2324,2324,1,0.8408,"snack, love, bar, price, chip, find, buy, try, eat, would",recently find product love breakfast sausage try product cedar lake tasty link can case vegan taste good like better healthy yet tasty
2325,2325,1,0.8278,"snack, love, bar, price, chip, find, buy, try, eat, would",little link great healthy delicious great shelf stable non meat protein source even vegetarian prefer taste meat sausage
2326,2326,1,0.7585,"snack, love, bar, price, chip, find, buy, try, eat, would",skeptical first purchase get pretty cheap use buy pretty pricey stuff store actually pretty good definately keep purchase save quite bite money also stay fresh kept freezer
2327,2327,0,0.7243,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",love taste total good even kid love
2328,2328,0,0.7518,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",fresh good swift shipment highly recommend use product year
2329,2329,2,0.8474,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",first taste goji berry good generous package buy breakout food year even though used century chinese cook buddist cook also use goji berry list pericone secret beauty glad learn super food
2330,2330,0,0.8406,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",daughter favorite food pear also love green vegetable combine perfect combination perfect size favorite part product organic great taste baby love organic safe parent love also easy food baby multiple place problem rating product star
2331,2331,1,0.8519,"snack, love, bar, price, chip, find, buy, try, eat, would",although market diet product fact portion control make excellent snack anyone watch weight bag less calorie lot crunch satisfaction great taste fruit
2332,2332,1,0.8107,"snack, love, bar, price, chip, find, buy, try, eat, would",agave seriously best flavor use several different brand agave weird aftertaste xagave make much easier incorporate recipe
2333,2333,1,0.8144,"snack, love, bar, price, chip, find, buy, try, eat, would",wonderful snack immune system booster also happy find recommended friend
2334,2334,2,0.8537,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",vet recommend half siamese particular cat keep tarter buildup result bad breath skeptical cat picky food love treat day well vet stop carry come amazon never worry quick delivery tarter buildup bad breath unhappy kitty life great cet enzematic cat chew
2335,2335,0,0.8493,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",wildrice mix taste mite hard cooking leave long get mooshy time critical timing rice come perfect minute pure natural non chemical taste wholesome blend nice mix flavor
2336,2336,0,0.8498,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",found good sweetener use say drop use lemon use extra packet sweetener happy figure many serving get bottle guess economical stevia product get grocery store
2337,2337,0,0.7741,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",sweeten aftertaste use coffee tea make weak taste
2338,2338,0,0.8705,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",purchase two type stevia try move use artificial sweetener stevia read recommendation product decide would try really strong aftertaste alcohol chemical disappoint two bottle stuff bad throw one would eat food touch fyi prefer stevita stevia supreme aftertaste wish liquid form would helpful
2339,2339,2,0.4534,"tea, dog, treat, food, love, buy, cat, coffee, eat, price",must say product exceeded expectation powder one leave bitter taste please liquid order different flavor
2340,2340,0,0.7892,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",love fact make much little need open waste taste good come
2341,2341,0,0.8334,"coffee, tea, cup, love, price, buy, much, chocolate, try, really",never like taste refried bean try good kind get mexican food restaurant melt cheese top order two case
